,image,label,identifier,character,offset,font,prediction
44641,./Images/M_44641.png,12,m,M,(0 -2),zephyrea,m
44642,./Images/M_44642.png,12,m,M,(0 1),zephyrea,m
44643,./Images/M_44643.png,12,m,M,(3 -5),zephyrea,m
44644,./Images/M_44644.png,12,m,M,(3 -2),zephyrea,m
44645,./Images/M_44645.png,12,m,M,(3 1),zephyrea,m
44646,./Images/M_44646.png,12,m,M,(0 -5),SF Old Republic Bold,m
44647,./Images/M_44647.png,12,m,M,(0 -2),SF Old Republic Bold,m
44648,./Images/M_44648.png,12,m,M,(0 1),SF Old Republic Bold,m
44649,./Images/M_44649.png,12,m,M,(3 -5),SF Old Republic Bold,m
44650,./Images/M_44650.png,12,m,M,(3 -2),SF Old Republic Bold,m
44651,./Images/M_44651.png,12,m,M,(3 1),SF Old Republic Bold,m
44652,./Images/M_44652.png,12,m,M,(0 -5),MankSans-Medium,m
44653,./Images/M_44653.png,12,m,M,(0 -2),MankSans-Medium,m
44654,./Images/M_44654.png,12,m,M,(0 1),MankSans-Medium,m
44655,./Images/M_44655.png,12,m,M,(3 -5),MankSans-Medium,m
44656,./Images/M_44656.png,12,m,M,(3 -2),MankSans-Medium,m
44657,./Images/M_44657.png,12,m,M,(3 1),MankSans-Medium,m
44658,./Images/M_44658.png,12,m,M,(0 -5),Aliquam,m
44659,./Images/M_44659.png,12,m,M,(0 -2),Aliquam,m
44660,./Images/M_44660.png,12,m,M,(0 1),Aliquam,m
44661,./Images/M_44661.png,12,m,M,(3 -5),Aliquam,m
44662,./Images/M_44662.png,12,m,M,(3 -2),Aliquam,m
44663,./Images/M_44663.png,12,m,M,(3 1),Aliquam,m
44664,./Images/M_44664.png,12,m,M,(0 -5),Arial Narrow Bold Italic,m
44665,./Images/M_44665.png,12,m,M,(0 -2),Arial Narrow Bold Italic,m
44666,./Images/M_44666.png,12,m,M,(0 1),Arial Narrow Bold Italic,m
44667,./Images/M_44667.png,12,m,M,(3 -5),Arial Narrow Bold Italic,m
44668,./Images/M_44668.png,12,m,M,(3 -2),Arial Narrow Bold Italic,m
44669,./Images/M_44669.png,12,m,M,(3 1),Arial Narrow Bold Italic,m
44670,./Images/M_44670.png,12,m,M,(0 -5),medra___,m
44671,./Images/M_44671.png,12,m,M,(0 -2),medra___,m
44672,./Images/M_44672.png,12,m,M,(0 1),medra___,m
44673,./Images/M_44673.png,12,m,M,(3 -5),medra___,m
44674,./Images/M_44674.png,12,m,M,(3 -2),medra___,m
44675,./Images/M_44675.png,12,m,M,(3 1),medra___,m
44676,./Images/M_44676.png,12,m,M,(0 -5),seriously,m
44677,./Images/M_44677.png,12,m,M,(0 -2),seriously,m
44678,./Images/M_44678.png,12,m,M,(0 1),seriously,m
44679,./Images/M_44679.png,12,m,M,(3 -5),seriously,m
44680,./Images/M_44680.png,12,m,M,(3 -2),seriously,m
44681,./Images/M_44681.png,12,m,M,(3 1),seriously,m
44682,./Images/M_44682.png,12,m,M,(0 -5),bluecond,m
44683,./Images/M_44683.png,12,m,M,(0 -2),bluecond,m
44684,./Images/M_44684.png,12,m,M,(0 1),bluecond,m
44685,./Images/M_44685.png,12,m,M,(3 -5),bluecond,m
44686,./Images/M_44686.png,12,m,M,(3 -2),bluecond,m
44687,./Images/M_44687.png,12,m,M,(3 1),bluecond,m
44688,./Images/M_44688.png,12,m,M,(0 -5),updik___,m
44689,./Images/M_44689.png,12,m,M,(0 -2),updik___,m
44690,./Images/M_44690.png,12,m,M,(0 1),updik___,m
44691,./Images/M_44691.png,12,m,M,(3 -5),updik___,m
44692,./Images/M_44692.png,12,m,M,(3 -2),updik___,m
44693,./Images/M_44693.png,12,m,M,(3 1),updik___,m
44694,./Images/M_44694.png,12,m,M,(0 -5),Slim Extreme,m
44695,./Images/M_44695.png,12,m,M,(0 -2),Slim Extreme,m
44696,./Images/M_44696.png,12,m,M,(0 1),Slim Extreme,m
44697,./Images/M_44697.png,12,m,M,(3 -5),Slim Extreme,m
44698,./Images/M_44698.png,12,m,M,(3 -2),Slim Extreme,m
44699,./Images/M_44699.png,12,m,M,(3 1),Slim Extreme,m
44700,./Images/M_44700.png,12,m,M,(0 -5),Arial Narrow,m
44701,./Images/M_44701.png,12,m,M,(0 -2),Arial Narrow,m
44702,./Images/M_44702.png,12,m,M,(0 1),Arial Narrow,m
44703,./Images/M_44703.png,12,m,M,(3 -5),Arial Narrow,m
44704,./Images/M_44704.png,12,m,M,(3 -2),Arial Narrow,m
44705,./Images/M_44705.png,12,m,M,(3 1),Arial Narrow,m
44706,./Images/M_44706.png,12,m,M,(0 -5),LeviReBrushed,m
44707,./Images/M_44707.png,12,m,M,(0 -2),LeviReBrushed,m
44708,./Images/M_44708.png,12,m,M,(0 1),LeviReBrushed,m
44709,./Images/M_44709.png,12,m,M,(3 -5),LeviReBrushed,m
44710,./Images/M_44710.png,12,m,M,(3 -2),LeviReBrushed,m
44711,./Images/M_44711.png,12,m,M,(3 1),LeviReBrushed,m
44712,./Images/M_44712.png,12,m,M,(0 -5),Tall Film Fine,m
44713,./Images/M_44713.png,12,m,M,(0 -2),Tall Film Fine,m
44714,./Images/M_44714.png,12,m,M,(0 1),Tall Film Fine,m
44715,./Images/M_44715.png,12,m,M,(3 -5),Tall Film Fine,m
44716,./Images/M_44716.png,12,m,M,(3 -2),Tall Film Fine,m
44717,./Images/M_44717.png,12,m,M,(3 1),Tall Film Fine,m
44718,./Images/M_44718.png,12,m,M,(0 -5),Ozonelayer,m
44719,./Images/M_44719.png,12,m,M,(0 -2),Ozonelayer,m
44720,./Images/M_44720.png,12,m,M,(0 1),Ozonelayer,m
44721,./Images/M_44721.png,12,m,M,(3 -5),Ozonelayer,m
44722,./Images/M_44722.png,12,m,M,(3 -2),Ozonelayer,m
44723,./Images/M_44723.png,12,m,M,(3 1),Ozonelayer,m
44724,./Images/M_44724.png,12,m,M,(0 -5),gadugib,m
44725,./Images/M_44725.png,12,m,M,(0 -2),gadugib,m
44726,./Images/M_44726.png,12,m,M,(0 1),gadugib,m
44727,./Images/M_44727.png,12,m,M,(3 -5),gadugib,m
44728,./Images/M_44728.png,12,m,M,(3 -2),gadugib,m
44729,./Images/M_44729.png,12,m,M,(3 1),gadugib,m
44730,./Images/M_44730.png,12,m,M,(0 -5),KataBidalanBold,m
44731,./Images/M_44731.png,12,m,M,(0 -2),KataBidalanBold,m
44732,./Images/M_44732.png,12,m,M,(0 1),KataBidalanBold,m
44733,./Images/M_44733.png,12,m,M,(3 -5),KataBidalanBold,m
44734,./Images/M_44734.png,12,m,M,(3 -2),KataBidalanBold,m
44735,./Images/M_44735.png,12,m,M,(3 1),KataBidalanBold,m
44736,./Images/M_44736.png,12,m,M,(0 -5),Courier New,m
44737,./Images/M_44737.png,12,m,M,(0 -2),Courier New,m
44738,./Images/M_44738.png,12,m,M,(0 1),Courier New,m
44739,./Images/M_44739.png,12,m,M,(3 -5),Courier New,m
44740,./Images/M_44740.png,12,m,M,(3 -2),Courier New,m
44741,./Images/M_44741.png,12,m,M,(3 1),Courier New,m
44742,./Images/M_44742.png,12,m,M,(0 -5),ClearLine_PERSONAL_USE_ONLY,m
44743,./Images/M_44743.png,12,m,M,(0 -2),ClearLine_PERSONAL_USE_ONLY,m
44744,./Images/M_44744.png,12,m,M,(0 1),ClearLine_PERSONAL_USE_ONLY,m
44745,./Images/M_44745.png,12,m,M,(3 -5),ClearLine_PERSONAL_USE_ONLY,m
44746,./Images/M_44746.png,12,m,M,(3 -2),ClearLine_PERSONAL_USE_ONLY,m
44747,./Images/M_44747.png,12,m,M,(3 1),ClearLine_PERSONAL_USE_ONLY,m
44748,./Images/M_44748.png,12,m,M,(0 -5),Permanent,m
44749,./Images/M_44749.png,12,m,M,(0 -2),Permanent,m
44750,./Images/M_44750.png,12,m,M,(0 1),Permanent,m
44751,./Images/M_44751.png,12,m,M,(3 -5),Permanent,m
44752,./Images/M_44752.png,12,m,M,(3 -2),Permanent,m
44753,./Images/M_44753.png,12,m,M,(3 1),Permanent,m
44754,./Images/M_44754.png,12,m,M,(0 -5),zephyreg,m
44755,./Images/M_44755.png,12,m,M,(0 -2),zephyreg,m
44756,./Images/M_44756.png,12,m,M,(0 1),zephyreg,m
44757,./Images/M_44757.png,12,m,M,(3 -5),zephyreg,m
44758,./Images/M_44758.png,12,m,M,(3 -2),zephyreg,m
44759,./Images/M_44759.png,12,m,M,(3 1),zephyreg,m
44760,./Images/M_44760.png,12,m,M,(0 -5),LT Oksana Bold,m
44761,./Images/M_44761.png,12,m,M,(0 -2),LT Oksana Bold,m
44762,./Images/M_44762.png,12,m,M,(0 1),LT Oksana Bold,m
44763,./Images/M_44763.png,12,m,M,(3 -5),LT Oksana Bold,m
44764,./Images/M_44764.png,12,m,M,(3 -2),LT Oksana Bold,m
44765,./Images/M_44765.png,12,m,M,(3 1),LT Oksana Bold,m
44766,./Images/M_44766.png,12,m,M,(0 -5),budeasym,m
44767,./Images/M_44767.png,12,m,M,(0 -2),budeasym,m
44768,./Images/M_44768.png,12,m,M,(0 1),budeasym,m
44769,./Images/M_44769.png,12,m,M,(3 -5),budeasym,m
44770,./Images/M_44770.png,12,m,M,(3 -2),budeasym,m
44771,./Images/M_44771.png,12,m,M,(3 1),budeasym,m
44772,./Images/M_44772.png,12,m,M,(0 -5),Opificio_Bold,m
44773,./Images/M_44773.png,12,m,M,(0 -2),Opificio_Bold,m
44774,./Images/M_44774.png,12,m,M,(0 1),Opificio_Bold,m
44775,./Images/M_44775.png,12,m,M,(3 -5),Opificio_Bold,m
44776,./Images/M_44776.png,12,m,M,(3 -2),Opificio_Bold,m
44777,./Images/M_44777.png,12,m,M,(3 1),Opificio_Bold,m
44778,./Images/M_44778.png,12,m,M,(0 -5),absci___,m
44779,./Images/M_44779.png,12,m,M,(0 -2),absci___,m
44780,./Images/M_44780.png,12,m,M,(0 1),absci___,m
44781,./Images/M_44781.png,12,m,M,(3 -5),absci___,m
44782,./Images/M_44782.png,12,m,M,(3 -2),absci___,m
44783,./Images/M_44783.png,12,m,M,(3 1),absci___,m
44784,./Images/M_44784.png,12,m,M,(0 -5),corbeli,m
44785,./Images/M_44785.png,12,m,M,(0 -2),corbeli,m
44786,./Images/M_44786.png,12,m,M,(0 1),corbeli,m
44787,./Images/M_44787.png,12,m,M,(3 -5),corbeli,m
44788,./Images/M_44788.png,12,m,M,(3 -2),corbeli,m
44789,./Images/M_44789.png,12,m,M,(3 1),corbeli,m
44790,./Images/M_44790.png,12,m,M,(0 -5),BabelSans-Bold,m
44791,./Images/M_44791.png,12,m,M,(0 -2),BabelSans-Bold,m
44792,./Images/M_44792.png,12,m,M,(0 1),BabelSans-Bold,m
44793,./Images/M_44793.png,12,m,M,(3 -5),BabelSans-Bold,m
44794,./Images/M_44794.png,12,m,M,(3 -2),BabelSans-Bold,m
44795,./Images/M_44795.png,12,m,M,(3 1),BabelSans-Bold,m
44796,./Images/M_44796.png,12,m,M,(0 -5),Skia,m
44797,./Images/M_44797.png,12,m,M,(0 -2),Skia,m
44798,./Images/M_44798.png,12,m,M,(0 1),Skia,m
44799,./Images/M_44799.png,12,m,M,(3 -5),Skia,m
44800,./Images/M_44800.png,12,m,M,(3 -2),Skia,m
44801,./Images/M_44801.png,12,m,M,(3 1),Skia,m
44802,./Images/M_44802.png,12,m,M,(0 -5),steelfis,m
44803,./Images/M_44803.png,12,m,M,(0 -2),steelfis,m
44804,./Images/M_44804.png,12,m,M,(0 1),steelfis,m
44805,./Images/M_44805.png,12,m,M,(3 -5),steelfis,m
44806,./Images/M_44806.png,12,m,M,(3 -2),steelfis,m
44807,./Images/M_44807.png,12,m,M,(3 1),steelfis,m
44808,./Images/M_44808.png,12,m,M,(0 -5),Trebuchet MS Bold Italic,m
44809,./Images/M_44809.png,12,m,M,(0 -2),Trebuchet MS Bold Italic,m
44810,./Images/M_44810.png,12,m,M,(0 1),Trebuchet MS Bold Italic,m
44811,./Images/M_44811.png,12,m,M,(3 -5),Trebuchet MS Bold Italic,m
44812,./Images/M_44812.png,12,m,M,(3 -2),Trebuchet MS Bold Italic,m
44813,./Images/M_44813.png,12,m,M,(3 1),Trebuchet MS Bold Italic,m
44814,./Images/M_44814.png,12,m,M,(0 -5),impact,m
44815,./Images/M_44815.png,12,m,M,(0 -2),impact,m
44816,./Images/M_44816.png,12,m,M,(0 1),impact,m
44817,./Images/M_44817.png,12,m,M,(3 -5),impact,m
44818,./Images/M_44818.png,12,m,M,(3 -2),impact,m
44819,./Images/M_44819.png,12,m,M,(3 1),impact,m
44820,./Images/M_44820.png,12,m,M,(0 -5),Streamster,n
44821,./Images/M_44821.png,12,m,M,(0 -2),Streamster,n
44822,./Images/M_44822.png,12,m,M,(0 1),Streamster,w
44823,./Images/M_44823.png,12,m,M,(3 -5),Streamster,w
44824,./Images/M_44824.png,12,m,M,(3 -2),Streamster,n
44825,./Images/M_44825.png,12,m,M,(3 1),Streamster,n
44826,./Images/M_44826.png,12,m,M,(0 -5),SF Laundromatic Bold Oblique,m
44827,./Images/M_44827.png,12,m,M,(0 -2),SF Laundromatic Bold Oblique,m
44828,./Images/M_44828.png,12,m,M,(0 1),SF Laundromatic Bold Oblique,m
44829,./Images/M_44829.png,12,m,M,(3 -5),SF Laundromatic Bold Oblique,m
44830,./Images/M_44830.png,12,m,M,(3 -2),SF Laundromatic Bold Oblique,m
44831,./Images/M_44831.png,12,m,M,(3 1),SF Laundromatic Bold Oblique,m
44832,./Images/M_44832.png,12,m,M,(0 -5),Snowstorm Kraft,m
44833,./Images/M_44833.png,12,m,M,(0 -2),Snowstorm Kraft,m
44834,./Images/M_44834.png,12,m,M,(0 1),Snowstorm Kraft,m
44835,./Images/M_44835.png,12,m,M,(3 -5),Snowstorm Kraft,m
44836,./Images/M_44836.png,12,m,M,(3 -2),Snowstorm Kraft,m
44837,./Images/M_44837.png,12,m,M,(3 1),Snowstorm Kraft,m
44838,./Images/M_44838.png,12,m,M,(0 -5),PRIMER,m
44839,./Images/M_44839.png,12,m,M,(0 -2),PRIMER,m
44840,./Images/M_44840.png,12,m,M,(0 1),PRIMER,m
44841,./Images/M_44841.png,12,m,M,(3 -5),PRIMER,m
44842,./Images/M_44842.png,12,m,M,(3 -2),PRIMER,m
44843,./Images/M_44843.png,12,m,M,(3 1),PRIMER,m
44844,./Images/M_44844.png,12,m,M,(0 -5),Tahoma Bold,m
44845,./Images/M_44845.png,12,m,M,(0 -2),Tahoma Bold,m
44846,./Images/M_44846.png,12,m,M,(0 1),Tahoma Bold,m
44847,./Images/M_44847.png,12,m,M,(3 -5),Tahoma Bold,m
44848,./Images/M_44848.png,12,m,M,(3 -2),Tahoma Bold,m
44849,./Images/M_44849.png,12,m,M,(3 1),Tahoma Bold,m
44850,./Images/M_44850.png,12,m,M,(0 -5),Arial,m
44851,./Images/M_44851.png,12,m,M,(0 -2),Arial,m
44852,./Images/M_44852.png,12,m,M,(0 1),Arial,m
44853,./Images/M_44853.png,12,m,M,(3 -5),Arial,m
44854,./Images/M_44854.png,12,m,M,(3 -2),Arial,m
44855,./Images/M_44855.png,12,m,M,(3 1),Arial,m
44856,./Images/M_44856.png,12,m,M,(0 -5),YanoneKaffeesatz-Thin,m
44857,./Images/M_44857.png,12,m,M,(0 -2),YanoneKaffeesatz-Thin,m
44858,./Images/M_44858.png,12,m,M,(0 1),YanoneKaffeesatz-Thin,m
44859,./Images/M_44859.png,12,m,M,(3 -5),YanoneKaffeesatz-Thin,m
44860,./Images/M_44860.png,12,m,M,(3 -2),YanoneKaffeesatz-Thin,m
44861,./Images/M_44861.png,12,m,M,(3 1),YanoneKaffeesatz-Thin,m
44862,./Images/M_44862.png,12,m,M,(0 -5),Tall Films Fine Oblique,m
44863,./Images/M_44863.png,12,m,M,(0 -2),Tall Films Fine Oblique,m
44864,./Images/M_44864.png,12,m,M,(0 1),Tall Films Fine Oblique,m
44865,./Images/M_44865.png,12,m,M,(3 -5),Tall Films Fine Oblique,m
44866,./Images/M_44866.png,12,m,M,(3 -2),Tall Films Fine Oblique,m
44867,./Images/M_44867.png,12,m,M,(3 1),Tall Films Fine Oblique,m
44868,./Images/M_44868.png,12,m,M,(0 -5),Ayuthaya,m
44869,./Images/M_44869.png,12,m,M,(0 -2),Ayuthaya,m
44870,./Images/M_44870.png,12,m,M,(0 1),Ayuthaya,m
44871,./Images/M_44871.png,12,m,M,(3 -5),Ayuthaya,m
44872,./Images/M_44872.png,12,m,M,(3 -2),Ayuthaya,m
44873,./Images/M_44873.png,12,m,M,(3 1),Ayuthaya,m
44874,./Images/M_44874.png,12,m,M,(0 -5),Minecraftia-Regular,m
44875,./Images/M_44875.png,12,m,M,(0 -2),Minecraftia-Regular,m
44876,./Images/M_44876.png,12,m,M,(0 1),Minecraftia-Regular,m
44877,./Images/M_44877.png,12,m,M,(3 -5),Minecraftia-Regular,m
44878,./Images/M_44878.png,12,m,M,(3 -2),Minecraftia-Regular,m
44879,./Images/M_44879.png,12,m,M,(3 1),Minecraftia-Regular,m
44880,./Images/M_44880.png,12,m,M,(0 -5),Pacifico,m
44881,./Images/M_44881.png,12,m,M,(0 -2),Pacifico,m
44882,./Images/M_44882.png,12,m,M,(0 1),Pacifico,m
44883,./Images/M_44883.png,12,m,M,(3 -5),Pacifico,m
44884,./Images/M_44884.png,12,m,M,(3 -2),Pacifico,m
44885,./Images/M_44885.png,12,m,M,(3 1),Pacifico,m
44886,./Images/M_44886.png,12,m,M,(0 -5),Sparkler-demo,m
44887,./Images/M_44887.png,12,m,M,(0 -2),Sparkler-demo,m
44888,./Images/M_44888.png,12,m,M,(0 1),Sparkler-demo,m
44889,./Images/M_44889.png,12,m,M,(3 -5),Sparkler-demo,m
44890,./Images/M_44890.png,12,m,M,(3 -2),Sparkler-demo,m
44891,./Images/M_44891.png,12,m,M,(3 1),Sparkler-demo,m
44892,./Images/M_44892.png,12,m,M,(0 -5),Khmer Sangam MN,m
44893,./Images/M_44893.png,12,m,M,(0 -2),Khmer Sangam MN,m
44894,./Images/M_44894.png,12,m,M,(0 1),Khmer Sangam MN,m
44895,./Images/M_44895.png,12,m,M,(3 -5),Khmer Sangam MN,m
44896,./Images/M_44896.png,12,m,M,(3 -2),Khmer Sangam MN,m
44897,./Images/M_44897.png,12,m,M,(3 1),Khmer Sangam MN,m
44898,./Images/M_44898.png,12,m,M,(0 -5),medium,m
44899,./Images/M_44899.png,12,m,M,(0 -2),medium,m
44900,./Images/M_44900.png,12,m,M,(0 1),medium,m
44901,./Images/M_44901.png,12,m,M,(3 -5),medium,m
44902,./Images/M_44902.png,12,m,M,(3 -2),medium,m
44903,./Images/M_44903.png,12,m,M,(3 1),medium,m
44904,./Images/M_44904.png,12,m,M,(0 -5),YanoneKaffeesatz-Bold,m
44905,./Images/M_44905.png,12,m,M,(0 -2),YanoneKaffeesatz-Bold,m
44906,./Images/M_44906.png,12,m,M,(0 1),YanoneKaffeesatz-Bold,m
44907,./Images/M_44907.png,12,m,M,(3 -5),YanoneKaffeesatz-Bold,m
44908,./Images/M_44908.png,12,m,M,(3 -2),YanoneKaffeesatz-Bold,m
44909,./Images/M_44909.png,12,m,M,(3 1),YanoneKaffeesatz-Bold,m
44910,./Images/M_44910.png,12,m,M,(0 -5),Phantomime,m
44911,./Images/M_44911.png,12,m,M,(0 -2),Phantomime,m
44912,./Images/M_44912.png,12,m,M,(0 1),Phantomime,n
44913,./Images/M_44913.png,12,m,M,(3 -5),Phantomime,m
44914,./Images/M_44914.png,12,m,M,(3 -2),Phantomime,m
44915,./Images/M_44915.png,12,m,M,(3 1),Phantomime,m
44916,./Images/M_44916.png,12,m,M,(0 -5),steelfib,m
44917,./Images/M_44917.png,12,m,M,(0 -2),steelfib,m
44918,./Images/M_44918.png,12,m,M,(0 1),steelfib,m
44919,./Images/M_44919.png,12,m,M,(3 -5),steelfib,m
44920,./Images/M_44920.png,12,m,M,(3 -2),steelfib,m
44921,./Images/M_44921.png,12,m,M,(3 1),steelfib,m
44922,./Images/M_44922.png,12,m,M,(0 -5),PRIMERB,m
44923,./Images/M_44923.png,12,m,M,(0 -2),PRIMERB,m
44924,./Images/M_44924.png,12,m,M,(0 1),PRIMERB,m
44925,./Images/M_44925.png,12,m,M,(3 -5),PRIMERB,m
44926,./Images/M_44926.png,12,m,M,(3 -2),PRIMERB,m
44927,./Images/M_44927.png,12,m,M,(3 1),PRIMERB,m
44928,./Images/M_44928.png,12,m,M,(0 -5),Nirmala,m
44929,./Images/M_44929.png,12,m,M,(0 -2),Nirmala,m
44930,./Images/M_44930.png,12,m,M,(0 1),Nirmala,m
44931,./Images/M_44931.png,12,m,M,(3 -5),Nirmala,m
44932,./Images/M_44932.png,12,m,M,(3 -2),Nirmala,m
44933,./Images/M_44933.png,12,m,M,(3 1),Nirmala,m
44934,./Images/M_44934.png,12,m,M,(0 -5),slender,m
44935,./Images/M_44935.png,12,m,M,(0 -2),slender,m
44936,./Images/M_44936.png,12,m,M,(0 1),slender,m
44937,./Images/M_44937.png,12,m,M,(3 -5),slender,m
44938,./Images/M_44938.png,12,m,M,(3 -2),slender,m
44939,./Images/M_44939.png,12,m,M,(3 1),slender,n
44940,./Images/M_44940.png,12,m,M,(0 -5),krazynights,m
44941,./Images/M_44941.png,12,m,M,(0 -2),krazynights,m
44942,./Images/M_44942.png,12,m,M,(0 1),krazynights,m
44943,./Images/M_44943.png,12,m,M,(3 -5),krazynights,m
44944,./Images/M_44944.png,12,m,M,(3 -2),krazynights,m
44945,./Images/M_44945.png,12,m,M,(3 1),krazynights,m
44946,./Images/M_44946.png,12,m,M,(0 -5),Trebuchet MS Bold,m
44947,./Images/M_44947.png,12,m,M,(0 -2),Trebuchet MS Bold,m
44948,./Images/M_44948.png,12,m,M,(0 1),Trebuchet MS Bold,m
44949,./Images/M_44949.png,12,m,M,(3 -5),Trebuchet MS Bold,m
44950,./Images/M_44950.png,12,m,M,(3 -2),Trebuchet MS Bold,m
44951,./Images/M_44951.png,12,m,M,(3 1),Trebuchet MS Bold,m
44952,./Images/M_44952.png,12,m,M,(0 -5),Waukegan LDO Black,m
44953,./Images/M_44953.png,12,m,M,(0 -2),Waukegan LDO Black,m
44954,./Images/M_44954.png,12,m,M,(0 1),Waukegan LDO Black,m
44955,./Images/M_44955.png,12,m,M,(3 -5),Waukegan LDO Black,m
44956,./Images/M_44956.png,12,m,M,(3 -2),Waukegan LDO Black,m
44957,./Images/M_44957.png,12,m,M,(3 1),Waukegan LDO Black,m
44958,./Images/M_44958.png,12,m,M,(0 -5),Arial Black,m
44959,./Images/M_44959.png,12,m,M,(0 -2),Arial Black,m
44960,./Images/M_44960.png,12,m,M,(0 1),Arial Black,m
44961,./Images/M_44961.png,12,m,M,(3 -5),Arial Black,m
44962,./Images/M_44962.png,12,m,M,(3 -2),Arial Black,m
44963,./Images/M_44963.png,12,m,M,(3 1),Arial Black,m
44964,./Images/M_44964.png,12,m,M,(0 -5),Ubuntu-B,m
44965,./Images/M_44965.png,12,m,M,(0 -2),Ubuntu-B,m
44966,./Images/M_44966.png,12,m,M,(0 1),Ubuntu-B,m
44967,./Images/M_44967.png,12,m,M,(3 -5),Ubuntu-B,m
44968,./Images/M_44968.png,12,m,M,(3 -2),Ubuntu-B,m
44969,./Images/M_44969.png,12,m,M,(3 1),Ubuntu-B,m
44970,./Images/M_44970.png,12,m,M,(0 -5),black,m
44971,./Images/M_44971.png,12,m,M,(0 -2),black,m
44972,./Images/M_44972.png,12,m,M,(0 1),black,m
44973,./Images/M_44973.png,12,m,M,(3 -5),black,m
44974,./Images/M_44974.png,12,m,M,(3 -2),black,m
44975,./Images/M_44975.png,12,m,M,(3 1),black,m
44976,./Images/M_44976.png,12,m,M,(0 -5),Courier New Bold Italic,m
44977,./Images/M_44977.png,12,m,M,(0 -2),Courier New Bold Italic,m
44978,./Images/M_44978.png,12,m,M,(0 1),Courier New Bold Italic,m
44979,./Images/M_44979.png,12,m,M,(3 -5),Courier New Bold Italic,m
44980,./Images/M_44980.png,12,m,M,(3 -2),Courier New Bold Italic,m
44981,./Images/M_44981.png,12,m,M,(3 1),Courier New Bold Italic,m
44982,./Images/M_44982.png,12,m,M,(0 -5),Comic Sans MS,m
44983,./Images/M_44983.png,12,m,M,(0 -2),Comic Sans MS,m
44984,./Images/M_44984.png,12,m,M,(0 1),Comic Sans MS,m
44985,./Images/M_44985.png,12,m,M,(3 -5),Comic Sans MS,m
44986,./Images/M_44986.png,12,m,M,(3 -2),Comic Sans MS,m
44987,./Images/M_44987.png,12,m,M,(3 1),Comic Sans MS,m
44988,./Images/M_44988.png,12,m,M,(0 -5),squitcher,m
44989,./Images/M_44989.png,12,m,M,(0 -2),squitcher,m
44990,./Images/M_44990.png,12,m,M,(0 1),squitcher,m
44991,./Images/M_44991.png,12,m,M,(3 -5),squitcher,m
44992,./Images/M_44992.png,12,m,M,(3 -2),squitcher,m
44993,./Images/M_44993.png,12,m,M,(3 1),squitcher,m
44994,./Images/M_44994.png,12,m,M,(0 -5),BabelSans-Oblique,m
44995,./Images/M_44995.png,12,m,M,(0 -2),BabelSans-Oblique,m
44996,./Images/M_44996.png,12,m,M,(0 1),BabelSans-Oblique,m
44997,./Images/M_44997.png,12,m,M,(3 -5),BabelSans-Oblique,m
44998,./Images/M_44998.png,12,m,M,(3 -2),BabelSans-Oblique,m
44999,./Images/M_44999.png,12,m,M,(3 1),BabelSans-Oblique,m
45000,./Images/M_45000.png,12,m,M,(0 -5),SF Grunge Sans Bold,m
45001,./Images/M_45001.png,12,m,M,(0 -2),SF Grunge Sans Bold,m
45002,./Images/M_45002.png,12,m,M,(0 1),SF Grunge Sans Bold,m
45003,./Images/M_45003.png,12,m,M,(3 -5),SF Grunge Sans Bold,m
45004,./Images/M_45004.png,12,m,M,(3 -2),SF Grunge Sans Bold,m
45005,./Images/M_45005.png,12,m,M,(3 1),SF Grunge Sans Bold,m
45006,./Images/M_45006.png,12,m,M,(0 -5),abscib__,m
45007,./Images/M_45007.png,12,m,M,(0 -2),abscib__,m
45008,./Images/M_45008.png,12,m,M,(0 1),abscib__,m
45009,./Images/M_45009.png,12,m,M,(3 -5),abscib__,m
45010,./Images/M_45010.png,12,m,M,(3 -2),abscib__,m
45011,./Images/M_45011.png,12,m,M,(3 1),abscib__,m
45012,./Images/M_45012.png,12,m,M,(0 -5),distortion_of_the_brain_and_mind,m
45013,./Images/M_45013.png,12,m,M,(0 -2),distortion_of_the_brain_and_mind,m
45014,./Images/M_45014.png,12,m,M,(0 1),distortion_of_the_brain_and_mind,m
45015,./Images/M_45015.png,12,m,M,(3 -5),distortion_of_the_brain_and_mind,m
45016,./Images/M_45016.png,12,m,M,(3 -2),distortion_of_the_brain_and_mind,m
45017,./Images/M_45017.png,12,m,M,(3 1),distortion_of_the_brain_and_mind,m
45018,./Images/M_45018.png,12,m,M,(0 -5),bobcaygr,m
45019,./Images/M_45019.png,12,m,M,(0 -2),bobcaygr,m
45020,./Images/M_45020.png,12,m,M,(0 1),bobcaygr,m
45021,./Images/M_45021.png,12,m,M,(3 -5),bobcaygr,m
45022,./Images/M_45022.png,12,m,M,(3 -2),bobcaygr,m
45023,./Images/M_45023.png,12,m,M,(3 1),bobcaygr,m
45024,./Images/M_45024.png,12,m,M,(0 -5),corbelz,m
45025,./Images/M_45025.png,12,m,M,(0 -2),corbelz,m
45026,./Images/M_45026.png,12,m,M,(0 1),corbelz,m
45027,./Images/M_45027.png,12,m,M,(3 -5),corbelz,m
45028,./Images/M_45028.png,12,m,M,(3 -2),corbelz,m
45029,./Images/M_45029.png,12,m,M,(3 1),corbelz,m
45030,./Images/M_45030.png,12,m,M,(0 -5),Aaargh,m
45031,./Images/M_45031.png,12,m,M,(0 -2),Aaargh,m
